"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2012",180,221,34.9586,37.21464,1,1614.43178419928,4,0.0956154509248199,22,2308.6003,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8032.98162,2893.362,6535.04726,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2013",232,269,38.24705,46.91619,3,123.108540162443,10,0.00356234196907519,48,697.492,221,186,38.71135,45.6917,35,NA,NA,NA,NA,NA,NA,8032.98162,2893.362,6535.04726,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2014",58,356,31.1886,33.64659,3,117.814469923985,8,0.0093376996292614,202,6130.5079,154,19,39.09148,40.4452,135,NA,150,NA,NA,1,NA,8032.98162,2893.362,6535.04726,NA,1,NA,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2015",194,237,31.8449,36.98246,2,383.592462685521,31,0.0213473466588471,82,1315.7027,155,107,33.7131,37.8385,48,NA,72,NA,NA,1,NA,8032.98162,2893.362,6535.04726,NA,1,NA,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2016",205,230,28.4034,30.34156,2,159.638115257491,4,0.00792313574676429,35,262.5254,195,130,27.33083,30.82295,65,NA,NA,NA,NA,NA,NA,8032.98162,2893.362,6535.04726,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2017",237,198,30.2027,32.96314,3,238.219998263953,16,0.01661457315882,55,6636.1821,143,74,38.50398,52.2185,69,NA,113,139,NA,3,1,8032.98162,2893.362,6535.04726,NA,3,1,"LA14","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,269,NA,NA,1,186.216842791195,3,0.0811206652384084,95,10618.2286,174,128,42.46633,62.0094,46,170,124.5,170,1,2,1,8415.41452,3126.4873,6865.99974,1,2,1,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2012",179,222,35.3148,37.61636,1,1731.78419711638,4,0.0876535579077494,23,2418.2609,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8415.41452,3126.4873,6865.99974,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2013",235,266,38.9623,48.23996,3,206.362077465726,10,0.0031972430394784,45,743.6648,221,186,39.69215,46.59465,35,NA,NA,NA,NA,NA,NA,8415.41452,3126.4873,6865.99974,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2014",60,354,31.683,34.40053,3,132.370724316257,8,0.00982552491165912,200,6542.5115,154,19,40.23384,41.7442,135,NA,150,NA,NA,1,NA,8415.41452,3126.4873,6865.99974,NA,1,NA,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2015",194,237,32.4266,36.93045,2,444.058858547732,31,0.0220551783597369,82,1355.9499,155,107,34.22026,38.436,48,NA,72,NA,NA,1,NA,8415.41452,3126.4873,6865.99974,NA,1,NA,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2016",205,230,29.2977,31.22244,2,183.427463907812,4,0.00595761701693275,35,282.2331,195,130,28.19817,31.7288,65,NA,NA,NA,NA,NA,NA,8415.41452,3126.4873,6865.99974,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2017",202,233,30.6657,33.05961,3,247.330338524097,16,0.0162345800347269,90,6946.8718,143,74,39.25203,53.0846,69,NA,113,139,NA,3,1,8415.41452,3126.4873,6865.99974,NA,3,1,"LA13","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,269,NA,NA,1,198.446077232004,3,0.0841585521064214,95,10666.9787,174,128,54.95315,74.0506,46,170,124.5,170,1,2,1,8457.36158,3154.3553,6904.18,1,2,1,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2012",179,222,43.4022,45.71246,1,1756.78480910645,4,0.0683603144405758,23,2438.3649,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8457.36158,3154.3553,6904.18,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2013",233,269,46.6829,55.92008,3,218.698090168198,10,0.0115102313000499,48,757.1073,221,186,48.24905,57.4209,35,NA,NA,NA,NA,NA,NA,8457.36158,3154.3553,6904.18,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2014",202,212,42.0692,44.73391,2,141.835973753188,8,0.0163820263959305,58,6583.766,154,18,49.16599,51.60595,136,NA,150,NA,NA,1,NA,8457.36158,3154.3553,6904.18,NA,1,NA,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2015",193,238,39.5989,45.8713,4,459.539221694621,31,0.0217184980054821,83,1371.6552,155,107,41.55028,47.838,48,NA,72,NA,NA,1,NA,8457.36158,3154.3553,6904.18,NA,1,NA,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2016",205,229,35.4161,38.83804,2,195.708804985624,4,0.0282521306607802,34,292.4685,195,130,35.97559,39.63775,65,NA,NA,NA,NA,NA,NA,8457.36158,3154.3553,6904.18,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2017",200,234,36.44095,39.91957,3,256.450901055195,16,0.0196010026980284,91,6984.2835,143,75,48.29064,61.9785,68,NA,113,139,NA,3,1,8457.36158,3154.3553,6904.18,NA,3,1,"GLEN","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,269,NA,NA,1,208.774053092043,3,0.0824375166808723,95,10818.9101,174,128,56.45967,75.4957,46,170,124.5,170,1,2,1,8606.66378,3230.9057,7053.19192,1,2,1,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2012",178,223,44.74825,46.98754,1,1812.81078920797,4,0.0666943428483345,24,2478.224,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606.66378,3230.9057,7053.19192,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2013",233,269,48.0569,57.24666,3,154.673124431632,10,0.0112534274810854,48,772.3766,221,186,49.61975,58.95835,35,NA,NA,NA,NA,NA,NA,8606.66378,3230.9057,7053.19192,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2014",203,211,43.2952,46.01768,2,143.457804626183,8,0.015696216021248,57,6738.628,154,18,50.64342,53.08335,136,NA,150,NA,NA,1,NA,8606.66378,3230.9057,7053.19192,NA,1,NA,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2015",193,238,40.903,47.1472,4,480.911200403686,31,0.0209588251761485,83,1393.3734,155,107,43.03404,49.3594,48,NA,72,NA,NA,1,NA,8606.66378,3230.9057,7053.19192,NA,1,NA,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2016",205,229,36.6994,40.45604,2,206.282427378594,4,0.0272660690177851,34,298.1378,195,130,37.4967,41.11515,65,NA,NA,NA,NA,NA,NA,8606.66378,3230.9057,7053.19192,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2017",200,234,37.78365,41.31861,3,261.058812653331,16,0.0189139216745565,91,7131.8329,143,75,49.8942,63.4559,68,NA,113,139,NA,3,1,8606.66378,3230.9057,7053.19192,NA,3,1,"LA11","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,269,NA,NA,1,230.948433295438,3,0.0802030371816026,95,11178.0934,174,128,58.22966,77.1783,46,170,124.5,170,1,2,1,8921.38024,3487.9529,7353.70642,1,2,1,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2012",178,223,46.35415,48.55455,1,1985.56205939813,4,0.0693540704128932,24,2566.6841,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8921.38024,3487.9529,7353.70642,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2013",247,255,50.0213,60.45782,3,325.67808099607,10,0.0111555555555556,34,824.1608,221,186,51.24925,60.72855,35,NA,NA,NA,NA,NA,NA,8921.38024,3487.9529,7353.70642,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2014",204,211,44.8852,47.61488,2,146.264561338855,8,0.0151889847634196,57,7100.9129,154,18,52.33979,54.77975,136,NA,150,NA,NA,1,NA,8921.38024,3487.9529,7353.70642,NA,1,NA,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2015",193,238,42.4842,48.91464,4,529.438053995398,31,0.0409694506632652,9,637.347,229,180,41.10486,47.3841,49,NA,72,NA,NA,1,NA,8921.38024,3487.9529,7353.70642,NA,1,NA,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2016",205,229,38.3096,42.20212,2,248.355987824829,4,0.0261766416281054,34,321.3629,195,130,39.20141,42.8031,65,NA,NA,NA,NA,NA,NA,8921.38024,3487.9529,7353.70642,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2017",201,233,39.3394,43.0059,3,272.550536434017,16,0.0181649369820127,90,7416.9048,143,75,51.66332,65.1523,68,NA,113,139,NA,3,1,8921.38024,3487.9529,7353.70642,NA,3,1,"F57C","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,266,NA,NA,1,249.292243852774,3,0.0733810723193549,92,11576.6512,174,113,67.30578,80.1361,61,170,82,170,1,3,1,9339.16294,3899.1427,7796.24638,1,3,1,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2012",178,223,52.9108,55.92364,2,2317.24542572316,4,0.0554013011286033,24,2698.5291,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9339.16294,3899.1427,7796.24638,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2013",233,269,53.1566,63.05506,3,475.3353166381,10,0.00901678507730115,48,935.0184,221,186,55.9265,65.8884,35,NA,NA,NA,NA,NA,NA,9339.16294,3899.1427,7796.24638,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2014",203,212,50.9814,52.81638,2,149.560359825616,8,0.0160023811456557,58,7591.2155,154,18,58.30439,60.83735,136,NA,150,NA,NA,1,NA,9339.16294,3899.1427,7796.24638,NA,1,NA,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2015",194,238,50.0633,55.60163,4,609.408683297487,31,0.0360915119822251,9,803.7445,229,180,48.62524,53.6993,49,NA,72,NA,NA,1,NA,9339.16294,3899.1427,7796.24638,NA,1,NA,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2016",205,230,46.8887,59.50188,2,304.896453438051,4,0.0256181965480513,35,361.8335,195,129,46.86326,51.0811,66,NA,NA,NA,NA,NA,NA,9339.16294,3899.1427,7796.24638,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2017",206,229,52.1631,59.4215,3,307.492231182712,16,0.0174247270029311,86,7847.5041,143,74,54.5152,72.2693,69,NA,113,139,NA,3,1,9339.16294,3899.1427,7796.24638,NA,3,1,"LA8","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,268.939669843759,3,0.09267266989205,65,12614.1323,174,113,77.53248,87.1471,61,170,82,170,1,3,1,10372.24502,4696.2742,8835.54576,1,3,1,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2012",166,235,65.16665,69.59105,2,2873.94874413305,4,0.0205062449150119,23,560.5207,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10372.24502,4696.2742,8835.54576,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2013",201,301,57.3787,77.1515,3,659.09688792011,10,0.0111002667734752,80,1081.9917,221,186,63.64655,77.00895,35,NA,NA,NA,NA,NA,NA,10372.24502,4696.2742,8835.54576,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2014",202,213,62.3767,67.67847,2,155.863173319182,8,0.0160286952932063,59,8667.1148,154,18,69.4197,71.76585,136,NA,150,NA,NA,1,NA,10372.24502,4696.2742,8835.54576,NA,1,NA,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2015",195,238,64.1506,69.5994,4,746.878212600861,31,0.034547520118014,9,983.1911,229,180,59.62151,66.2561,49,NA,72,NA,NA,1,NA,10372.24502,4696.2742,8835.54576,NA,1,NA,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2016",204,231,62.75405,93.62021,6,359.613317093739,4,0.0213526008704415,36,409.3138,195,128,60.15785,68.1704,67,NA,NA,NA,NA,NA,NA,10372.24502,4696.2742,8835.54576,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2017",206,229,75.9206,93.59695,3,379.729334506701,16,0.0217195772975886,86,8877.6535,143,74,63.66198,93.73175,69,NA,113,139,NA,3,1,10372.24502,4696.2742,8835.54576,NA,3,1,"F34D","AggressiveInfiltration_WRP50_UBF50"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,273.256141813294,3,0.0806635397024815,64,4046.4474,175,114,81.03261,94.6629,61,NA,124.5,79,NA,5,1,17211.0238,5229.9071,13651.23918,NA,2,1,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2012",172,236,67.609,72.3118,8,4937.27636373264,4,0.0187297464541151,24,697.6309,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17211.0238,5229.9071,13651.23918,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2013",152,350,57.5873,81.56848,3,1085.96986912544,10,0.0129966934882743,129,1175.2888,221,179,75.67702,88.4815,42,NA,NA,NA,NA,NA,NA,17211.0238,5229.9071,13651.23918,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2014",203,213,62.499,67.90394,2,158.281368473608,8,0.0148189097767718,59,9307.5495,154,18,69.45365,71.81065,136,NA,150,NA,NA,1,NA,17211.0238,5229.9071,13651.23918,NA,1,NA,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2015",195,238,64.2889,69.86922,4,921.272643534774,31,0.0385520599396936,9,1042.526,229,179,59.72826,66.7539,50,NA,72,NA,NA,1,NA,17211.0238,5229.9071,13651.23918,NA,1,NA,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2016",206,231,62.94545,93.8618,6,371.812029524178,4,0.0245422144145628,36,424.7005,195,128,60.6177,68.6575,67,NA,NA,NA,NA,NA,NA,17211.0238,5229.9071,13651.23918,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2017",210,227,76.0272,93.72044,3,432.929209448198,16,0.0243149558745552,84,11408.9236,143,72,66.21211,116.64655,71,113,113,113,1,3,1,17211.0238,5229.9071,13651.23918,1,3,1,"LA3","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,275.044309426066,3,0.0732600716340298,64,4375.8448,175,114,81.93757,98.51275,61,NA,124.5,79,NA,5,1,19098.95022,5826.725,15378.6325,NA,2,1,"F319","AggressiveInfiltration_WRP50_UBF50"
"2012",172,236,68.5374,73.73276,8,5129.58714162223,4,0.0187030893148567,24,823.3434,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19098.95022,5826.725,15378.6325,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF50"
"2013",152,350,58.33625,82.56847,3,1214.70621040557,10,0.0108675582690686,129,1222.543,221,179,80.06848,92.7514,42,NA,NA,NA,NA,NA,NA,19098.95022,5826.725,15378.6325,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,159.408859673686,8,0.0180309311397424,59,9838.3845,154,18,69.45386,71.81065,136,NA,150,NA,NA,1,NA,19098.95022,5826.725,15378.6325,NA,1,NA,"F319","AggressiveInfiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1027.66314186617,31,0.0381581248638414,10,1122.3675,229,178,59.70739,67.00335,51,NA,72,NA,NA,1,NA,19098.95022,5826.725,15378.6325,NA,1,NA,"F319","AggressiveInfiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.91835,6,392.599914652957,4,0.0254031534010182,36,453.7582,195,128,60.7496,69.2404,67,NA,NA,NA,NA,NA,NA,19098.95022,5826.725,15378.6325,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF50"
"2017",210,227,76.15815,94.87055,3,525.929687043442,16,0.0305165622412423,84,12436.1614,143,72,67.6028,129.3867,71,113,113,113,1,3,1,19098.95022,5826.725,15378.6325,1,3,1,"F319","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,275.046118487631,3,0.0732173981742447,64,4387.7222,175,114,81.93757,98.51275,61,NA,124.5,79,NA,5,1,19183.77008,5854.013,15408.70584,NA,2,1,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2012",172,236,68.5374,73.73276,8,5135.74556435259,4,0.0187030893148567,24,828.6368,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19183.77008,5854.013,15408.70584,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2013",152,350,58.33625,82.58727,3,1230.07380566296,10,0.0108675582690686,129,1230.3145,221,179,80.06848,92.7514,42,NA,NA,NA,NA,NA,NA,19183.77008,5854.013,15408.70584,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,159.485916900075,8,0.0180309311397424,59,9859.7332,154,18,69.45386,71.81065,136,NA,150,NA,NA,1,NA,19183.77008,5854.013,15408.70584,NA,1,NA,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1032.12981018797,31,0.0381581248638414,10,1132.2647,229,178,59.70739,67.00335,51,NA,72,NA,NA,1,NA,19183.77008,5854.013,15408.70584,NA,1,NA,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.91835,6,393.171637890546,4,0.0254031534010182,36,453.9812,195,128,60.7496,69.2404,67,NA,NA,NA,NA,NA,NA,19183.77008,5854.013,15408.70584,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2017",210,227,76.15815,94.87055,3,529.242730137339,16,0.0305165622412423,84,12487.5701,143,72,67.6028,129.43645,71,113,113,113,1,3,1,19183.77008,5854.013,15408.70584,1,3,1,"LA2","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,275.051912764222,3,0.073120184895777,64,4396.6984,175,114,81.94016,98.51275,61,NA,124.5,79,NA,5,1,19454.00346,5917.404,15518.01528,NA,2,1,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2012",172,236,68.5374,73.73276,8,5139.62680815899,4,0.0187030893148567,24,832.116,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19454.00346,5917.404,15518.01528,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2013",153,349,58.3438,82.51432,3,1235.4303643845,10,0.0108370841911682,128,1234.6466,221,179,80.06848,92.7514,42,NA,NA,NA,NA,NA,NA,19454.00346,5917.404,15518.01528,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,159.501406576991,8,0.0180309311397424,59,9883.0688,154,18,69.45386,71.81065,136,NA,150,NA,NA,1,NA,19454.00346,5917.404,15518.01528,NA,1,NA,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1034.6479060114,31,0.0381581248638414,10,1137.963,229,178,59.70739,67.00345,51,NA,72,NA,NA,1,NA,19454.00346,5917.404,15518.01528,NA,1,NA,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.91835,6,393.487371130844,4,0.0254405396207031,36,454.1632,195,128,60.7496,69.2404,67,NA,NA,NA,NA,NA,NA,19454.00346,5917.404,15518.01528,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2017",210,227,76.1628,94.87055,3,531.798149712396,16,0.0305871802839183,84,12689.7955,143,72,67.6028,129.6535,71,113,113,113,1,3,1,19454.00346,5917.404,15518.01528,1,3,1,"LA1","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,240,NA,NA,3,338.332480008204,5,1,66,3878.6649,174,113,0,3.8472e-06,61,170,124.5,170,1,2,1,3603.33846,1266.1873,3210.80212,1,2,1,"LA20","Baseline_WRP0_UBF0"
"2012",179,220,0,0,1,645.591047814574,4,0.834697217675941,21,1138.9396,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3603.33846,1266.1873,3210.80212,NA,NA,NA,"LA20","Baseline_WRP0_UBF0"
"2013",NA,231,NA,NA,3,37.1115999215567,10,1,10,271.2431,221,188,0,0,33,NA,NA,NA,NA,NA,NA,3603.33846,1266.1873,3210.80212,NA,NA,NA,"LA20","Baseline_WRP0_UBF0"
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","Baseline_WRP0_UBF0"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","Baseline_WRP0_UBF0"
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","Baseline_WRP0_UBF0"
"2017",237,199,0,0.00322000000000001,5,131.873444678328,16,0.99986937374039,56,3419.7875,143,73,0,0.4113,70,NA,113,139,NA,3,1,3603.33846,1266.1873,3210.80212,NA,3,1,"LA20","Baseline_WRP0_UBF0"
"2011",NA,240,NA,NA,3,472.078420698455,5,1,66,6393.7122,174,113,0,8.2546e-06,61,170,124.5,170,1,2,1,5374.43268,1926.0113,4522.01424,1,2,1,"LA20_2","Baseline_WRP0_UBF0"
"2012",179,220,0,0,4,998.248870397083,4,0.8239187932642,21,1598.3153,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5374.43268,1926.0113,4522.01424,NA,NA,NA,"LA20_2","Baseline_WRP0_UBF0"
"2013",NA,231,NA,NA,3,65.5190815313911,10,1,10,466.4368,221,188,0,0,33,NA,NA,NA,NA,NA,NA,5374.43268,1926.0113,4522.01424,NA,NA,NA,"LA20_2","Baseline_WRP0_UBF0"
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","Baseline_WRP0_UBF0"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","Baseline_WRP0_UBF0"
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","Baseline_WRP0_UBF0"
"2017",237,199,0,0.00746000000000004,5,182.961674118769,16,1,56,4694.913,143,73,0,0.7977,70,NA,113,139,NA,3,1,5374.43268,1926.0113,4522.01424,NA,3,1,"LA20_2","Baseline_WRP0_UBF0"
"2011",NA,240,NA,NA,1,81.9158524201315,3,0.867460723516996,66,9216.6339,174,113,0.2436,2.2336,61,170,124.5,170,1,2,1,7343.74572,2744.6344,6027.20888,1,2,1,"F300","Baseline_WRP0_UBF0"
"2012",179,221,0.7707,1.88384,3,1536.3288031961,4,0.484034389568367,22,2218.861,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7343.74572,2744.6344,6027.20888,NA,NA,NA,"F300","Baseline_WRP0_UBF0"
"2013",272,231,0.41825,0.80764,3,10.2032782701877,5,0.620723007837801,10,650.4409,221,187,0.05008,0.5322,34,NA,NA,NA,NA,NA,NA,7343.74572,2744.6344,6027.20888,NA,NA,NA,"F300","Baseline_WRP0_UBF0"
"2014",223,193,0.3911,0.61598,4,56.0462049646482,8,0.3375,39,5755.43,154,17,0.49366,0.6035,137,NA,150,NA,NA,1,NA,7343.74572,2744.6344,6027.20888,NA,1,NA,"F300","Baseline_WRP0_UBF0"
"2015",195,237,0.2715,0.79262,2,282.493530093268,31,0.378275862068966,82,1277.7432,155,105,0.3092,0.5059,50,NA,72,NA,NA,1,NA,7343.74572,2744.6344,6027.20888,NA,1,NA,"F300","Baseline_WRP0_UBF0"
"2016",206,230,0.2419,0.9306,2,74.0825492927715,4,0.270373921380633,35,236.942,195,129,0.14158,0.3388,66,NA,NA,NA,NA,NA,NA,7343.74572,2744.6344,6027.20888,NA,NA,NA,"F300","Baseline_WRP0_UBF0"
"2017",237,199,0.5487,1.70234,3,228.284278152437,16,0.208642373427926,56,6095.1536,143,73,1.26398,4.8573,70,NA,113,139,NA,3,1,7343.74572,2744.6344,6027.20888,NA,3,1,"F300","Baseline_WRP0_UBF0"
"2011",NA,240,NA,NA,1,138.4252812499,3,0.853387571102945,66,10776.6488,174,113,0.30766,2.3523,61,170,124.5,170,1,2,1,8618.53412,3287.0743,7107.19292,1,2,1,"LA14","Baseline_WRP0_UBF0"
"2012",179,222,0.6028,1.80386,3,1848.70079693232,4,0.425704060992687,23,2636.9266,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8618.53412,3287.0743,7107.19292,NA,NA,NA,"LA14","Baseline_WRP0_UBF0"
"2013",272,231,0.2861,0.96707,3,10.08196210484,5,-0.291318828034449,10,779.3821,221,186,-0.04705,0.4719,35,NA,NA,NA,NA,NA,NA,8618.53412,3287.0743,7107.19292,NA,NA,NA,"LA14","Baseline_WRP0_UBF0"
"2014",223,193,0.2463,0.4722,4,94.0242686677506,8,0.396894500072558,39,6816.8006,154,17,0.40526,0.5151,137,NA,150,NA,NA,1,NA,8618.53412,3287.0743,7107.19292,NA,1,NA,"LA14","Baseline_WRP0_UBF0"
