"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2011",NA,240,NA,NA,1,80.9189690450745,3,0.289612481590574,66,8968.0362,174,113,8.41078,18.7577,61,170,124.5,170,1,3,1,7117.16448,2574.5344,5801.31806,1,2,1,"F300","ConservativeInfiltration_WRP0_UBF50"
"2012",183,221,6.49,8.084,3,1437.02290499261,4,0.278249558673232,22,2080.888,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7117.16448,2574.5344,5801.31806,NA,NA,NA,"F300","ConservativeInfiltration_WRP0_UBF50"
"2013",267,231,9.0318,11.96704,2,14.9945795823942,5,0.0380889950644279,10,608.728,221,183,10.25286,14.6773,38,NA,NA,NA,NA,NA,NA,7117.16448,2574.5344,5801.31806,NA,NA,NA,"F300","ConservativeInfiltration_WRP0_UBF50"
"2014",210,206,5.65755,8.67809,6,61.430610668861,8,0.104604936226603,52,5473.5903,154,22,9.54789,11.2686,132,NA,150,NA,NA,1,NA,7117.16448,2574.5344,5801.31806,NA,1,NA,"F300","ConservativeInfiltration_WRP0_UBF50"
"2015",118,314,5.92785,11.07233,5,269.867521147367,31,0.103565710219331,159,1182.4667,155,105,5.94968,9.7269,50,NA,72,NA,NA,1,NA,7117.16448,2574.5344,5801.31806,NA,1,NA,"F300","ConservativeInfiltration_WRP0_UBF50"
"2016",205,230,2.7049,4.9662,3,76.13858454981,4,0.136848878842378,35,221.1726,195,129,1.58804,4.9073,66,NA,NA,NA,NA,NA,NA,7117.16448,2574.5344,5801.31806,NA,NA,NA,"F300","ConservativeInfiltration_WRP0_UBF50"
"2017",202,233,5.77315,8.97715,2,211.50096454409,16,0.0500032797004837,90,5883.25,143,74,11.44083,24.1795,69,NA,113,139,NA,3,1,7117.16448,2574.5344,5801.31806,NA,3,1,"F300","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,262,NA,NA,1,131.969661252168,3,0.156746558397834,88,10385.5328,174,113,15.85366,33.4651,61,170,124.5,170,1,2,1,8255.78942,3031.9483,6744.7478,1,2,1,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2012",182,222,7.1258,9.04072,3,1696.66749541994,4,0.252170539901964,23,2429.7385,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8255.78942,3031.9483,6744.7478,NA,NA,NA,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2013",268,231,11.0789,15.31063,2,16.6806962066681,5,0.0293141661404356,10,716.8361,221,183,11.10538,16.4679,38,NA,NA,NA,NA,NA,NA,8255.78942,3031.9483,6744.7478,NA,NA,NA,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2014",219,195,7.1641,10.0748,7,94.1371811400895,8,0.143445032817413,41,6379.897,154,21,9.8094,11.3504,133,NA,150,NA,NA,1,NA,8255.78942,3031.9483,6744.7478,NA,1,NA,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2015",195,237,7.317,11.5102,6,384.668283998875,31,0.15565986847035,82,1375.2602,155,107,6.3034,9.648,48,NA,72,NA,NA,1,NA,8255.78942,3031.9483,6744.7478,NA,1,NA,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2016",206,229,3.5853,6.45675,3,143.367894133889,4,0.105493613866234,34,249.9107,195,129,2.03016,5.1356,66,NA,NA,NA,NA,NA,NA,8255.78942,3031.9483,6744.7478,NA,NA,NA,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2017",201,234,6.3785,9.0398,2,229.157104827198,16,0.0610933694406879,91,6835.9605,143,74,11.84229,25.3004,69,NA,113,139,NA,3,1,8255.78942,3031.9483,6744.7478,NA,3,1,"LA14","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,266,NA,NA,1,166.870954893582,3,0.140631139541074,92,10899.5236,174,113,18.9408,36.9772,61,170,124.5,170,1,2,1,8657.4751,3276.5638,7092.67472,1,2,1,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2012",178,222,7.4486,9.27854,3,1820.10502130872,4,0.138950418243843,23,2545.0403,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8657.4751,3276.5638,7092.67472,NA,NA,NA,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2013",268,231,11.69895,16.08464,2,17.3047565432284,5,0.0254055657215125,10,765.3979,221,187,11.74016,17.1768,34,NA,NA,NA,NA,NA,NA,8657.4751,3276.5638,7092.67472,NA,NA,NA,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2014",221,193,7.9623,11.3585,7,109.432182084583,8,0.149457677433444,39,6812.2692,154,21,11.1773,12.6017,133,NA,150,NA,NA,1,NA,8657.4751,3276.5638,7092.67472,NA,1,NA,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2015",195,237,7.7652,11.44852,6,448.278156250177,31,0.142000950087203,82,1417.6074,155,107,6.7089,10.2487,48,NA,72,NA,NA,1,NA,8657.4751,3276.5638,7092.67472,NA,1,NA,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2016",206,229,4.4832,7.39395,3,168.410755570958,4,0.099836681582197,34,270.6152,195,129,2.925,5.9845,66,NA,NA,NA,NA,NA,NA,8657.4751,3276.5638,7092.67472,NA,NA,NA,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2017",202,233,7.24025,9.1095,2,238.71389073009,16,0.0569630929087106,90,7162.7761,143,74,12.73078,26.1667,69,NA,113,139,NA,3,1,8657.4751,3276.5638,7092.67472,NA,3,1,"LA13","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,266,NA,NA,1,169.719509233132,3,0.139422956093393,92,10938.5345,174,113,19.0391,37.1249,61,170,124.5,170,1,2,1,8690.23124,3294.7679,7121.91094,1,2,1,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2012",178,222,7.52905,9.38303,3,1834.15480443223,4,0.138950418243843,23,2553.7709,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8690.23124,3294.7679,7121.91094,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2013",268,231,11.7266,16.33446,2,17.3048166497739,5,0.0212565055349119,10,769.4831,221,187,11.79514,17.2413,34,NA,NA,NA,NA,NA,NA,8690.23124,3294.7679,7121.91094,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2014",221,193,8.1032,11.4169,7,109.517922693753,8,0.152095015373005,39,6844.1051,154,21,11.1778,12.6017,133,NA,150,NA,NA,1,NA,8690.23124,3294.7679,7121.91094,NA,1,NA,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2015",195,237,7.9423,11.56656,6,454.117191262386,31,0.141498626000985,82,1423.5601,155,107,6.70956,10.311,48,NA,72,NA,NA,1,NA,8690.23124,3294.7679,7121.91094,NA,1,NA,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2016",207,229,4.6299,7.39666,3,170.819278329879,4,0.10018550452004,34,271.5654,195,129,2.93346,6.0213,66,NA,NA,NA,NA,NA,NA,8690.23124,3294.7679,7121.91094,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2017",203,233,7.2629,9.1978,2,239.520573317968,16,0.0569630929087106,90,7191.3624,143,73,13.22418,26.3252,70,NA,113,139,NA,3,1,8690.23124,3294.7679,7121.91094,NA,3,1,"GLEN","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,266,NA,NA,1,181.247024047146,3,0.134532208024799,92,11100.7647,174,113,20.5602,38.568,61,170,124.5,170,1,2,1,8848.8612,3379.4543,7279.96534,1,2,1,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2012",177,223,8.8273,10.64976,3,1897.43132303526,4,0.153489965292017,24,2598.6828,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8848.8612,3379.4543,7279.96534,NA,NA,NA,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2013",269,231,13.081,17.6067,2,18.7082934523746,5,0.0198269404623531,10,786.6313,221,187,13.23698,18.7632,34,NA,NA,NA,NA,NA,NA,8848.8612,3379.4543,7279.96534,NA,NA,NA,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2014",221,193,9.4132,12.7743,7,111.172242403026,8,0.119054339718519,39,7009.4579,154,20,12.92115,14.2006,134,NA,150,NA,NA,1,NA,8848.8612,3379.4543,7279.96534,NA,1,NA,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2015",195,237,9.2572,12.90838,6,478.160330229019,31,0.118211110934064,82,1448.0158,155,107,8.18696,11.8321,48,NA,72,NA,NA,1,NA,8848.8612,3379.4543,7279.96534,NA,1,NA,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2016",206,229,5.9779,8.8758,3,182.616450809499,4,0.0849804999113634,34,277.8151,195,129,4.4245,7.5035,66,NA,NA,NA,NA,NA,NA,8848.8612,3379.4543,7279.96534,NA,NA,NA,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2017",202,233,8.628,10.54508,2,244.55214333745,16,0.050679248352721,90,7347.5922,143,74,14.32846,27.6449,69,NA,113,139,NA,3,1,8848.8612,3379.4543,7279.96534,NA,3,1,"LA11","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,264,NA,NA,1,205.214595792154,3,0.128501563365652,90,11482.4138,174,113,22.284,40.2494,61,170,124.5,170,1,2,1,9184.04456,3654.6852,7600.44304,1,2,1,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2012",177,223,10.386,12.22742,3,2084.32359661909,4,0.164962688206461,24,2694.59,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9184.04456,3654.6852,7600.44304,NA,NA,NA,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2013",269,231,14.731,19.1747,3,312.010172006806,10,0.0201287670059531,10,842.7938,221,187,14.92874,20.4861,34,NA,NA,NA,NA,NA,NA,9184.04456,3654.6852,7600.44304,NA,NA,NA,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2014",221,193,10.9698,14.401,7,114.074224542879,8,0.0951567481717315,39,7395.0216,154,20,14.61755,15.89775,134,NA,150,NA,NA,1,NA,9184.04456,3654.6852,7600.44304,NA,1,NA,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2015",195,237,10.8631,14.5502,6,530.759118074394,31,0.155070391667797,8,646.3056,229,181,8.0267,11.7718,48,NA,72,NA,NA,1,NA,9184.04456,3654.6852,7600.44304,NA,1,NA,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2016",207,229,7.5995,10.6121,3,228.242438086718,4,0.0719755983106523,34,302.925,195,129,6.1175,9.2285,66,NA,NA,NA,NA,NA,NA,9184.04456,3654.6852,7600.44304,NA,NA,NA,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2017",205,231,10.2328,12.14224,2,256.899231898934,16,0.0446025859476797,88,7651.7984,143,73,16.46908,29.499,70,NA,113,139,NA,3,1,9184.04456,3654.6852,7600.44304,NA,3,1,"F57C","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,241,NA,NA,1,224.234403269648,3,0.131922367595581,67,11903.2859,174,113,29.52212,41.5094,61,170,124.5,170,1,2,1,9625.20386,4087.6709,8067.40614,1,2,1,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2012",183,224,17.0439,20.04916,3,2434.52924768957,4,0.1135478406906,25,2833.4873,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9625.20386,4087.6709,8067.40614,NA,NA,NA,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2013",270,231,18.47195,24.76426,3,469.786165022781,10,0.0217083943295423,10,959.782,221,180,19.94638,26.10385,41,NA,NA,NA,NA,NA,NA,9625.20386,4087.6709,8067.40614,NA,NA,NA,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2014",220,194,16.97985,19.83415,7,117.511844020579,8,0.0646326439184648,40,7911.1007,154,19,20.9584,22.2834,135,NA,150,NA,NA,1,NA,9625.20386,4087.6709,8067.40614,NA,1,NA,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2015",195,238,18.1977,21.28236,6,614.766955109105,31,0.0914710933028047,9,821.7296,229,181,14.6594,18.2168,48,NA,72,NA,NA,1,NA,9625.20386,4087.6709,8067.40614,NA,1,NA,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2016",205,230,16.1928,28.57872,3,287.639011516258,4,0.0305944939486633,35,345.2435,195,128,14.43139,17.33435,67,NA,NA,NA,NA,NA,NA,9625.20386,4087.6709,8067.40614,NA,NA,NA,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2017",206,229,22.9809,28.55045,2,293.241215873359,16,0.037423463030131,86,8106.4825,143,74,19.58256,36.647,69,NA,113,139,NA,3,1,9625.20386,4087.6709,8067.40614,NA,3,1,"LA8","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,239,NA,NA,1,246.139143026056,3,0.12918973829285,65,13046.4623,174,113,39.41214,50.4418,61,170,82,170,1,3,1,10756.95758,4989.525,9200.54102,1,3,1,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2012",167,240,29.0169,32.64122,3,3092.52910298689,4,0.0477487060799819,28,586.0599,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10756.95758,4989.525,9200.54102,NA,NA,NA,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2013",271,231,26.75,38.3232,3,704.347940714813,10,0.0146139748058074,10,1148.445,221,180,26.83573,36.63745,41,NA,NA,NA,NA,NA,NA,10756.95758,4989.525,9200.54102,NA,NA,NA,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2014",202,213,28.6895,33.5162,7,125.153004537537,8,0.0333989765758381,59,9080.2207,154,18,32.17352,33.36355,136,NA,150,NA,NA,1,NA,10756.95758,4989.525,9200.54102,NA,1,NA,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2015",194,239,31.71735,37.89678,6,787.574579245012,31,0.0738621331634902,10,1049.9623,229,180,23.11594,30.82685,49,NA,72,NA,NA,1,NA,10756.95758,4989.525,9200.54102,NA,1,NA,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2016",204,231,31.9158,63.0761,3,355.10900016325,4,0.0327293693430136,36,402.35,195,128,26.46087,34.32235,67,NA,NA,NA,NA,NA,NA,10756.95758,4989.525,9200.54102,NA,NA,NA,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2017",206,229,46.7584,63.0671,2,381.051280723514,16,0.0411852931259664,86,9230.6211,143,74,29.38973,58.08105,69,NA,113,139,NA,3,1,10756.95758,4989.525,9200.54102,NA,3,1,"F34D","ConservativeInfiltration_WRP0_UBF50"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,238,NA,NA,1,250.656013759923,3,0.110390160970682,63,4042.4321,175,114,43.64809,54.40405,61,NA,124.5,79,NA,5,1,17529.8878,5580.4159,13969.86132,NA,2,1,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2012",158,241,31.39535,35.39749,3,5193.12313096983,4,0.0423554997977864,29,741.9237,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17529.8878,5580.4159,13969.86132,NA,NA,NA,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2013",152,350,21.4119,42.79995,3,1150.62334417815,10,0.0259225327982423,129,1247.2547,221,188,37.35966,48.0913,33,NA,NA,NA,NA,NA,NA,17529.8878,5580.4159,13969.86132,NA,NA,NA,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2014",204,213,28.7586,33.96231,7,127.641172884407,8,0.0396941005098324,59,9764.5146,154,18,32.27371,33.40835,136,NA,150,NA,NA,1,NA,17529.8878,5580.4159,13969.86132,NA,1,NA,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2015",194,239,31.82645,38.30235,6,976.335823040251,31,0.108576065549855,10,1123.8612,229,178,23.69977,30.9282,51,NA,72,NA,NA,1,NA,17529.8878,5580.4159,13969.86132,NA,1,NA,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2016",206,231,32.27355,63.51195,3,370.178981502717,4,0.0380674074609941,36,421.5098,195,128,27.01834,35.15105,67,NA,NA,NA,NA,NA,NA,17529.8878,5580.4159,13969.86132,NA,NA,NA,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2017",209,228,46.8439,63.36858,2,447.128073630241,16,0.0453662714697078,85,11810.98,143,72,31.50856,87.52805,71,113,113,113,1,3,1,17529.8878,5580.4159,13969.86132,1,3,1,"LA3","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,239,NA,NA,1,252.668821065042,3,0.101167920338315,64,4406.6025,175,129,43.63278,58.0015,46,NA,124.5,79,NA,5,1,19513.28136,6276.2679,15790.3675,NA,2,1,"F319","ConservativeInfiltration_WRP0_UBF50"
"2012",159,241,32.3599,36.1911,3,5423.04033975486,4,0.0364637636231528,29,892.192,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19513.28136,6276.2679,15790.3675,NA,NA,NA,"F319","ConservativeInfiltration_WRP0_UBF50"
"2013",152,350,22.20425,44.9034,3,1304.79025906419,10,0.0299021837628414,129,1302.8539,221,187,41.84402,52.4092,34,NA,NA,NA,NA,NA,NA,19513.28136,6276.2679,15790.3675,NA,NA,NA,"F319","ConservativeInfiltration_WRP0_UBF50"
"2014",203,214,28.8176,33.96434,7,128.835133958392,8,0.0591217982822342,60,10366.1039,154,18,32.27608,33.40835,136,NA,150,NA,NA,1,NA,19513.28136,6276.2679,15790.3675,NA,1,NA,"F319","ConservativeInfiltration_WRP0_UBF50"
"2015",194,239,31.82645,38.31425,6,1103.64865914991,31,0.115667303380118,10,1219.6331,229,178,23.92755,31.1933,51,NA,72,NA,NA,1,NA,19513.28136,6276.2679,15790.3675,NA,1,NA,"F319","ConservativeInfiltration_WRP0_UBF50"
"2016",206,231,32.41195,63.83905,3,395.059980969425,4,0.040345231360811,37,463.2637,194,127,27.72592,35.4908,67,NA,NA,NA,NA,NA,NA,19513.28136,6276.2679,15790.3675,NA,NA,NA,"F319","ConservativeInfiltration_WRP0_UBF50"
"2017",209,228,47.1238,63.78616,2,558.616494145725,16,0.0501038986278883,85,12936.2149,143,72,33.43681,105.0791,71,113,113,113,1,3,1,19513.28136,6276.2679,15790.3675,1,3,1,"F319","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,239,NA,NA,1,252.666699136397,3,0.101167920338315,64,4420.5456,175,129,43.63278,58.0015,46,NA,124.5,79,NA,5,1,19604.61564,6309.1153,15826.52534,NA,2,1,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2012",159,241,32.3599,36.1911,3,5430.59433487166,4,0.0364637636231528,29,898.7266,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19604.61564,6309.1153,15826.52534,NA,NA,NA,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2013",152,350,22.20425,44.92497,3,1323.68731648892,10,0.0299021837628414,129,1312.4479,221,187,41.84402,52.4092,34,NA,NA,NA,NA,NA,NA,19604.61564,6309.1153,15826.52534,NA,NA,NA,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2014",203,214,28.8176,33.96434,7,128.931996806866,8,0.0591217982822342,60,10391.8747,154,18,32.27608,33.40835,136,NA,150,NA,NA,1,NA,19604.61564,6309.1153,15826.52534,NA,1,NA,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2015",194,239,31.82645,38.31425,6,1109.19731172947,31,0.115667303380118,10,1231.8513,229,178,23.92755,31.1933,51,NA,72,NA,NA,1,NA,19604.61564,6309.1153,15826.52534,NA,1,NA,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2016",206,231,32.41195,63.83905,3,395.756371750329,4,0.040345231360811,37,464.1066,194,127,27.72592,35.4908,67,NA,NA,NA,NA,NA,NA,19604.61564,6309.1153,15826.52534,NA,NA,NA,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2017",209,228,47.1238,63.78616,2,562.708471955571,16,0.0501025898301499,85,12994.2893,143,72,33.43681,105.1405,71,113,113,113,1,3,1,19604.61564,6309.1153,15826.52534,1,3,1,"LA2","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,239,NA,NA,1,252.684404966171,3,0.101313414704456,64,4431.2461,175,129,43.63302,58.0015,46,NA,124.5,79,NA,5,1,19890.2798,6383.6046,15950.34274,NA,2,1,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2012",159,241,32.3599,36.1911,3,5435.22229690975,4,0.0364637636231528,29,902.8738,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19890.2798,6383.6046,15950.34274,NA,NA,NA,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2013",152,350,22.22085,44.93602,3,1330.14864259017,10,0.0299021837628414,129,1317.6117,221,187,41.84402,52.4092,34,NA,NA,NA,NA,NA,NA,19890.2798,6383.6046,15950.34274,NA,NA,NA,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2014",203,214,28.8176,33.96434,7,128.952202952546,8,0.0591217982822342,60,10419.6905,154,18,32.27608,33.40835,136,NA,150,NA,NA,1,NA,19890.2798,6383.6046,15950.34274,NA,1,NA,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2015",194,239,31.82645,38.31425,6,1112.16876031556,31,0.115667303380118,10,1238.6435,229,178,23.92755,31.1933,51,NA,72,NA,NA,1,NA,19890.2798,6383.6046,15950.34274,NA,1,NA,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2016",206,231,32.41195,63.83905,3,396.139790337595,4,0.040345231360811,37,464.5296,194,127,27.72592,35.4908,67,NA,NA,NA,NA,NA,NA,19890.2798,6383.6046,15950.34274,NA,NA,NA,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2017",209,228,47.1238,63.78616,2,565.752157943497,16,0.0505335276703072,85,13209.8902,143,72,33.43681,105.3993,71,113,113,113,1,3,1,19890.2798,6383.6046,15950.34274,1,3,1,"LA1","ConservativeInfiltration_WRP0_UBF50"
"2011",NA,240,NA,NA,3,307.423696012228,5,1,66,3694.6936,174,113,0,3.4957e-06,61,170,124.5,170,1,2,1,3430.7884,1159.2766,3043.88034,1,2,1,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2012",181,220,0,0,1,586.572144248103,4,0.836036036036036,21,1039.6587,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430.7884,1159.2766,3043.88034,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2013",NA,231,NA,NA,3,33.7176755830823,10,1,10,246.4613,221,186,0,0,35,NA,NA,NA,NA,NA,NA,3430.7884,1159.2766,3043.88034,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2017",237,199,0,0.00294000000000001,5,119.819547118355,16,0.999876776472521,56,3254.8516,143,73,0,0.3775,70,NA,113,139,NA,3,1,3430.7884,1159.2766,3043.88034,NA,3,1,"LA20","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,3,448.700820809812,5,0.00521948792184369,66,6160.5535,174,113,22.35052,22.7798,61,170,124.5,170,1,2,1,5159.6248,1791.5151,4316.29732,1,2,1,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2012",178,221,26.95635,27.63809,3,923.852616312416,4,0.0674916320543515,22,1476.3648,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5159.6248,1791.5151,4316.29732,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2013",268,231,23.861,24.46727,5,86.4047656846218,10,0.00110811067364181,10,441.9696,221,188,12.65431,24.22615,33,NA,NA,NA,NA,NA,NA,5159.6248,1791.5151,4316.29732,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2014",206,210,26.08305,26.6288,2,318.082897486937,51,0.0124852311685293,56,3612.1306,154,21,23.4012,25.8388,133,NA,150,NA,NA,1,NA,5159.6248,1791.5151,4316.29732,NA,1,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2015",195,238,22.7833,23.90206,5,177.983944435378,30,0.0223155218165825,83,861.5193,155,105,0.3456,26.6566,50,NA,72,NA,NA,1,NA,5159.6248,1791.5151,4316.29732,NA,1,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2016",207,229,24.5418,26.9702,5,74.5997849524356,4,0.0651092740818169,34,174.9804,195,128,18.52207,23.8009,67,NA,NA,NA,NA,NA,NA,5159.6248,1791.5151,4316.29732,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2017",233,203,24.6526,26.1544,2,191.033353873551,16,0.0387995652121206,60,4492.339,143,73,24.72738,26.5566,70,NA,113,139,NA,3,1,5159.6248,1791.5151,4316.29732,NA,3,1,"LA20_2","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,239,NA,NA,1,124.922811865397,3,0.139687669189428,65,8960.9148,174,114,40.00752,45.1507,60,170,124.5,170,1,2,1,7128.47874,2610.5285,5828.28846,1,2,1,"F300","ConservativeInfiltration_WRP100_UBF0"
